folder_name,speed,feed_id,ra_avg
5000-0,5000,0,2.0276
5000-1,5000,1,1.6932
5000-2,5000,2,1.7772
5000-3,5000,3,2.0786
7000-0,7000,0,3.1566
7000-1,7000,1,2.3746
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
