Epoch,Loss
1,2.628707028925419
2,0.7732853665947914
3,0.4331117905676365
4,0.3077350798994303
5,0.3041071817278862
6,0.21373401768505573
7,0.21475988440215588
8,0.24051733687520027
9,0.1666616452857852
10,0.1648996314033866
11,0.16361767146736383
12,0.23035324551165104
13,0.18513383995741606
14,0.18961156997829676
15,0.20118630677461624
16,0.165696338750422
17,0.14268851093947887
18,0.16502681747078896
19,0.16649842355400324
20,0.16579828877002
